NO,KELURAHAN,KECAMATAN,KABUPATEN,OBJECT,MERK,JENIS,DP NET,TENOR,f_cluster
8270,LEUWIGAJAH,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,YAMAHA,GEAR 125,3700000,35,1
8273,MARGA LAKSANA,CIPEUNDEUY,BANDUNG BARAT,MOTOR BARU,KAWASAKI,KLX 150 BF,8000000,35,1
8274,JATIMEKAR,CIPEUNDEUY,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,5300000,29,1
8277,CIBABAT,CIMAHI UTARA,KOTA CIMAHI,MOTOR BARU,HONDA,NEW CBR 150R STANDAR,8600000,11,1
8282,SIRNARAJA,CIPEUNDEUY,BANDUNG BARAT,MOTOR BARU,HONDA,GENIO CBS,2900000,32,1
8286,CIJAMBU,CIPONGKOR,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,3900000,28,1
8291,TAMANJAYA,GUNUNG HALU,BANDUNG BARAT,MOTOR BARU,YAMAHA,NEW AEROX 155 C,4800000,33,1
8293,CIPAGERAN,CIMAHI UTARA,KOTA CIMAHI,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,4700000,29,1
8300,PADAASIH,CISARUA,KAB. BANDUNG,MOTOR BARU,YAMAHA,GEAR 125,2800000,33,1
8306,MUKAPAYUNG,CILILIN,BANDUNG BARAT,MOTOR BARU,YAMAHA,NEW AEROX 155 C,5500000,35,1
8313,CIPATIK,CIHAMPELAS,BANDUNG BARAT,MOTOR BARU,HONDA,VARIO 125 ESP CBS,3300000,33,1
8314,PADALARANG,PADALARANG,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,2800000,22,1
8316,TANIMULYA,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT CBS FI,3000000,17,1
8317,CIROYOM,CIPEUNDEUY,BANDUNG BARAT,MOTOR BARU,HONDA,NEW PCX 160 CBS,10000000,23,1
8322,JAYAGIRI,LEMBANG,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,5900000,33,1
8324,CILAME,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,HONDA,NEW SCOOPY SPORTY,3300000,35,1
8325,NANGGELENG,CIPEUNDEUY,BANDUNG BARAT,MOTOR BARU,HONDA,VARIO 125 ESP CBS,3700000,33,1
8326,GADOBANGKONG,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,HONDA,VARIO 125 ESP CBS,3400000,22,1
8331,SARIJADI,SUKASARI,KOTA BANDUNG,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,3600000,35,1
8333,SARIWANGI,PARONGPONG,BANDUNG BARAT,MOTOR BARU,HONDA,GENIO ISS,8700000,11,1
8334,NGAMPRAH,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,2800000,32,1
8335,LAKSANAMEKAR,PADALARANG,BANDUNG BARAT,MOTOR BARU,HONDA,GENIO ISS,5000000,29,1
8339,CIPEUNDEUY,PADALARANG,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,6200000,29,1
8341,KERTAJAYA,PADALARANG,BANDUNG BARAT,MOTOR BARU,HONDA,ALN VARIO 160 CBS,4000000,33,1
8343,CIPATAT,CIPATAT,BANDUNG BARAT,MOTOR BARU,YAMAHA,FAZZIO NEO,4500000,23,1
8345,RENDE,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,HONDA,GENIO ISS,3000000,32,1
8347,CITEUREUP,CIMAHI UTARA,KOTA CIMAHI,MOTOR BARU,HONDA,NEW PCX 160 CBS,4600000,29,1
8353,KERTAMULYA,PADALARANG,BANDUNG BARAT,MOTOR BARU,HONDA,NEW SCOOPY FASHION,5000000,35,1
8355,PANGAUBAN,BATUJAJAR,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,2700000,32,1
8356,CIGUGUR TENGAH,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,HONDA,CRF 150 L,5500000,23,1
8357,CIPAGERAN,CIMAHI UTARA,KOTA CIMAHI,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,2700000,35,1
8358,CINTA KARYA,SINDANGKERTA,BANDUNG BARAT,MOTOR BARU,HONDA,NEW BEAT STREET ESP,2800000,28,1
8365,CINTA KARYA,SINDANGKERTA,BANDUNG BARAT,MOTOR BARU,HONDA,NEW PCX 160 CBS,8000000,17,1
8366,CIHANJUANG,PARONGPONG,BANDUNG BARAT,MOTOR BARU,HONDA,NVARIO 125 ESP CBS,3400000,33,1
8371,BATULAYANG,CILILIN,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,4700000,29,1
8372,LEUWIGAJAH,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,YAMAHA,GEAR 125,2800000,33,1
8373,WANGUNSARI,SINDANGKERTA,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,4700000,29,1
8377,CISOMANG BARAT,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,YAMAHA,FINO SPRT 125 BLU CR,2800000,35,1
8379,PAKUHAJI,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,YAMAHA,NEW AEROX 155 C,4100000,33,1
8383,CIHARASHAS,CIPEUNDEUY,BANDUNG BARAT,MOTOR BARU,HONDA,VARIO 125 ESPCBS ISS,6000000,17,1
8384,SIRNARAJA,CIPEUNDEUY,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,4700000,35,1
8386,MANDALAMUKTI,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,HONDA,NEW BEAT STREET ESP,2900000,32,1
8388,CILAME,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,6300000,29,1
8399,WANGUNJAYA,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,HONDA,NEW PCX 160 CBS,4800000,32,1
8400,CIBEBER,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,YAMAHA,N-MAX,4700000,29,1
8408,PASIRHALANG,CISARUA,BANDUNG BARAT,MOTOR BARU,HONDA,NEW BEAT STREET ESP,2900000,33,1
8410,RENDE,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,HONDA,NEW BEAT STREET ESP,4000000,32,1
8412,PASTEUR,SUKAJADI,KOTA BANDUNG,MOTOR BARU,YAMAHA,ALL NEW NMAX 155 CON,4900000,35,1
8413,CIGUGUR TENGAH,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,HONDA,GENIO ISS,3000000,32,1
8418,CIPTAHARJA,CIPATAT,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,3900000,23,1
8420,CIPADA,CISARUA,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,5300000,33,1
8427,CILAME,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT CBS FI,3300000,32,1
8435,CIHARASHAS,CIPEUNDEUY,BANDUNG BARAT,MOTOR BARU,HONDA,NEW BEAT STREET ESP,2900000,29,1
8438,SETIAMANAH,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,HONDA,BEAT FI CBS ISS,2800000,33,1
8439,SEKELOA,COBLONG,KOTA BANDUNG,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,2800000,33,1
8445,TANIMULYA,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,4000000,22,1
8446,SARIWANGI,PARONGPONG,BANDUNG BARAT,MOTOR BARU,HONDA,ALN VARIO 160 ABS,8200000,35,1
8448,TANIMULYA,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT CBS FI,2600000,22,1
8449,CIBEUREUM,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,HONDA,NEW PCX 160 ABS,6800000,33,1
8459,CITAPEN,CIHAMPELAS,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT CBS FI,2600000,33,1
8461,PANGAUBAN,BATUJAJAR,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,3500000,32,1
8463,CIPEUNDEUY,PADALARANG,BANDUNG BARAT,MOTOR BARU,HONDA,SONIC 150 R,4800000,35,1
8464,CIMANGGU,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,2800000,32,1
8465,SIRNAGALIH,CIPEUNDEUY,BANDUNG BARAT,MOTOR BARU,HONDA,VARIO 125ESP CBS ISS,3500000,33,1
8479,GALANGGANG,BATUJAJAR,BANDUNG BARAT,MOTOR BARU,YAMAHA,GEAR 125,4100000,23,1
8488,LEUWIGAJAH,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,HONDA,NEW SCOOPY FASHION,3500000,33,1
8492,ISOLA,SUKASARI,KOTA BANDUNG,MOTOR BARU,YAMAHA,GEAR 125,2800000,33,1
8493,WANGUNJAYA,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,2800000,32,1
8505,SETIAMANAH,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,HONDA,NEW BEAT STREET ESP,4000000,23,1
8506,BAROS,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,5500000,29,1
8512,CITEUREUP,CIMAHI UTARA,KOTA CIMAHI,MOTOR BARU,HONDA,VARIO 125 ESPCBS ISS,6000000,23,1
8522,LANGENSARI,LEMBANG,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155 ABS,5400000,29,1
8527,CIMAREME,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155 CON,4900000,29,1
8529,CIMAHI,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,HONDA,VARIO 125 ESPCBS ISS,10000000,11,1
8531,CILANGARI,GUNUNG HALU,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,4700000,29,1
8534,CISOMANG BARAT,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,HONDA,GENIO CBS,2900000,32,1
8535,PADASUKA,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,YAMAHA,ALL NEW NMAX 155 ABS,5400000,29,1
8538,GUDANGKAHURIPAN,LEMBANG,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,4100000,29,1
8539,BOJONG,RONGGA,BANDUNG BARAT,MOTOR BARU,KAWASAKI,NINJA 250 R,13500000,29,1
8541,CIBODAS,LEMBANG,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,4700000,29,1
8559,CIBABAT,CIMAHI UTARA,KOTA CIMAHI,MOTOR BARU,HONDA,BEAT FI SPORTY CW,1600000,35,1
8561,CITEUREUP,CIMAHI UTARA,KOTA CIMAHI,MOTOR BARU,HONDA,BEAT FISPORTY CWPLUS,2000000,35,1
8563,JAYAMEKAR,PADALARANG,BANDUNG BARAT,MOTOR BARU,YAMAHA,N-MAX,6100000,35,1
8564,KERTAWANGI,CISARUA,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CW,2500000,35,1
8569,CIPEUNDEUY,CIPEUNDEUY,BANDUNG BARAT,MOTOR BARU,KAWASAKI,D-TRACKER 150 SE,15000000,35,1
8570,SUKAWARNA,SUKAJADI,KOTA BANDUNG,MOTOR BARU,HONDA,BEAT CBS FI,2100000,35,1
8571,CIMAHI,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,BENELLI,MOTOBI EVO,8500000,35,1
8572,PATARUMAN,CIHAMPELAS,BANDUNG BARAT,MOTOR BARU,HONDA,VARIO 150 ESP EXCLSV,4800000,33,1
8574,BUDIHARJA,CILILIN,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT CBS FI,3500000,35,1
8575,LEBAK SILIWANGI,COBLONG,KOTA BANDUNG,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,2300000,35,1
8579,CIPEUNDEUY,PADALARANG,BANDUNG BARAT,MOTOR BARU,KAWASAKI,NINJA 250 SL,8000000,35,1
8580,CITAPEN,CIHAMPELAS,BANDUNG BARAT,MOTOR BARU,KAWASAKI,KLX 150 BF SE EXT,8000000,35,1
8582,HEGARMANAH,CIDADAP,KOTA BANDUNG,MOTOR BARU,HONDA,GENIO CBS,2000000,35,1
8584,CIPAGERAN,CIMAHI UTARA,KOTA CIMAHI,MOTOR BARU,KAWASAKI,W 175 CAFE,7500000,35,1
8585,KERTAWANGI,CISARUA,KAB. BANDUNG,MOTOR BARU,YAMAHA,ALL NEW R15 155 VVA,11000000,35,1
8587,PASIRLANGU,CISARUA,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI CBS ISS,2000000,35,1
8588,SADANG SERANG,COBLONG,KOTA BANDUNG,MOTOR BARU,YAMAHA,AEROX 155 VVA R,4600000,35,1
8593,MELONG,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,HONDA,NEW BEAT STREET ESP,2700000,35,1
8594,MELONG,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,HONDA,BEAT FI SPORTY CW,2000000,33,1
8595,MELONG,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,KAWASAKI,D-TRACKER 150 SE,7200000,35,1
8598,CIPAGERAN,CIMAHI UTARA,KOTA CIMAHI,MOTOR BEKAS,KAWASAKI,NEW NINJA 250SE+ABS,10600000,47,1
8600,WANGUNSARI,LEMBANG,BANDUNG BARAT,MOTOR BARU,YAMAHA,N-MAX,3300000,35,1
8602,CIBEUREUM,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,YAMAHA,N-MAX,3400000,35,1
8603,SEKELOA,COBLONG,KOTA BANDUNG,MOTOR BARU,YAMAHA,LEXI,3500000,35,1
8604,CIUMBULEUIT,CIDADAP,KOTA BANDUNG,MOTOR BARU,HONDA,NEW BEAT STREET ESP,1900000,35,1
8607,SUKABUNGAH,SUKAJADI,KOTA BANDUNG,MOTOR BARU,HONDA,NEW BEAT STREET ESP,2000000,35,1
8611,SARIJADI,SUKASARI,KOTA BANDUNG,MOTOR BARU,HONDA,CB VERZA 150,3100000,35,1
8612,KARANGMEKAR,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,YAMAHA,XMAX,25100000,35,1
8613,SEKELOA,COBLONG,KOTA BANDUNG,MOTOR BARU,HONDA,VARIO 125ESP CBS ISS,2300000,29,1
8614,LEUWIGAJAH,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,YAMAHA,FREEGO,3000000,33,1
8615,TANIMULYA,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,KAWASAKI,NINJA 250 FI,15000000,35,1
8618,LEDENG,CIDADAP,KOTA BANDUNG,MOTOR BARU,YAMAHA,AEROX 155 VVA,3300000,35,1
8619,LANGENSARI,LEMBANG,BANDUNG BARAT,MOTOR BARU,KAWASAKI,KLX 150 G,6200000,35,1
8620,MELONG,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,HONDA,GENIO ISS,2100000,35,1
8621,BATUJAJAR BARAT,BATUJAJAR,BANDUNG BARAT,MOTOR BARU,BENELLI,MOTOBI EVO,5500000,35,1
8622,CIPEUNDEUY,CIPEUNDEUY,BANDUNG BARAT,MOTOR BARU,YAMAHA,N-MAX,5700000,35,1
8623,MELONG,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,HONDA,PCX150,3600000,35,1
8624,PASTEUR,SUKAJADI,KOTA BANDUNG,MOTOR BARU,HONDA,PCX150,3500000,35,1
8629,LEUWIGAJAH,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,VIAR,CROSS X 150,5500000,35,1
8633,MELONG,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,HONDA,BEAT CW FI,1800000,35,1
8634,CIBEUREUM,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,2900000,35,1
8635,SITUWANGI,CIHAMPELAS,BANDUNG BARAT,MOTOR BARU,KAWASAKI,KLX 150 G,9300000,35,1
8638,SUKABUNGAH,SUKAJADI,KOTA BANDUNG,MOTOR BARU,HONDA,BEAT CW FI,3400000,35,1
8641,CIBODAS,LEMBANG,BANDUNG BARAT,MOTOR BARU,KAWASAKI,KLX 230,9700000,35,1
8642,CIPEUNDEUY,CIPEUNDEUY,BANDUNG BARAT,MOTOR BARU,YAMAHA,AEROX 155 VVA S,5600000,35,1
8643,CIHANJUANG RAHAYU,PARONGPONG,BANDUNG BARAT,MOTOR BARU,YAMAHA,AEROX 155 VVA,5300000,33,1
8644,CIKAHURIPAN,LEMBANG,BANDUNG BARAT,MOTOR BARU,YAMAHA,N-MAX,3300000,35,1
8645,SADANG SERANG,COBLONG,KOTA BANDUNG,MOTOR BARU,HONDA,VARIO 125 ESP CBS,2500000,35,1
8646,KAYUAMBON,LEMBANG,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW VIXION R,4700000,35,1
8647,SARIJADI,SUKASARI,KOTA BANDUNG,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,3400000,35,1
8648,CIPADA,CISARUA,BANDUNG BARAT,MOTOR BARU,HONDA,VARIO 125 ESP CBS,2400000,35,1
8649,SADANG SERANG,COBLONG,KOTA BANDUNG,MOTOR BARU,YAMAHA,FREEGO,3000000,35,1
8652,ISOLA,SUKASARI,KOTA BANDUNG,MOTOR BARU,YAMAHA,LEXI,6000000,35,1
8659,LEUWIGAJAH,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,YAMAHA,N-MAX,3300000,35,1
8661,MELONG,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,HONDA,VARIO 125ESP CBS ISS,4000000,35,1
8662,CIUMBULEUIT,CIDADAP,KOTA BANDUNG,MOTOR BARU,YAMAHA,MIO S,3600000,35,1
8664,CIPAGERAN,CIMAHI UTARA,KOTA CIMAHI,MOTOR BARU,YAMAHA,N-MAX,6100000,35,1
8666,LANGENSARI,LEMBANG,BANDUNG BARAT,MOTOR BARU,YAMAHA,N-MAX,4500000,35,1
8667,KAYUAMBON,LEMBANG,BANDUNG BARAT,MOTOR BARU,KAWASAKI,KSR PRO,10000000,35,1
8668,NGAMPRAH,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT CW FI,1800000,35,1
8669,CIUMBULEUIT,CIDADAP,KOTA BANDUNG,MOTOR BARU,HONDA,NEW BEAT STREET ESP,3000000,35,1
8670,SUKABUNGAH,SUKAJADI,KOTA BANDUNG,MOTOR BARU,HONDA,NEW BEAT STREET ESP,2700000,35,1
8671,PADALARANG,PADALARANG,BANDUNG BARAT,MOTOR BARU,YAMAHA,FREEGO,3400000,35,1
8672,CIPATIK,CIHAMPELAS,BANDUNG BARAT,MOTOR BARU,KAWASAKI,W 175 CAFE,10000000,35,1
8673,DAGO,COBLONG,KOTA BANDUNG,MOTOR BARU,HONDA,BEAT FISPORTY CBSISS,2000000,35,1
8674,LEUWIGAJAH,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,KAWASAKI,KLX 150 G,6200000,35,1
8676,SINDANGKERTA,SINDANGKERTA,BANDUNG BARAT,MOTOR BARU,KAWASAKI,NEW NINJA 250 R,19500000,35,1
8677,GEGER KALONG,SUKASARI,KOTA BANDUNG,MOTOR BARU,HONDA,SONIC 150 R,5000000,35,1
8678,MELONG,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,YAMAHA,N-MAX,3700000,35,1
8679,CIPEDES,SUKAJADI,KOTA BANDUNG,MOTOR BARU,YAMAHA,ALL NEW R15 155 VVA,7400000,35,1
8681,SUKABUNGAH,SUKAJADI,KOTA BANDUNG,MOTOR BARU,HONDA,GENIO CBS,1800000,33,1
8683,SETIAMANAH,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,KAWASAKI,D-TRACKER 150,16000000,35,1
8684,CILAME,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,HONDA,NEW BEAT STREET ESP,1900000,35,1
8685,CIPEDES,SUKAJADI,KOTA BANDUNG,MOTOR BARU,HONDA,GENIO ISS,2300000,35,1
8687,SEKELOA,COBLONG,KOTA BANDUNG,MOTOR BARU,HONDA,REVO X,2000000,35,1
8688,SADANG SERANG,COBLONG,KOTA BANDUNG,MOTOR BARU,HONDA,ADV 150 CBS,5000000,34,1
8690,CIPADA,CISARUA,BANDUNG BARAT,MOTOR BARU,YAMAHA,FREEGO,3000000,35,1
8691,MELONG,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,HONDA,NEWBEATPESPCBSISSCOM,1900000,35,1
8692,PADALARANG,PADALARANG,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT CBS FI,2600000,35,1
8694,SARIWANGI,PARONGPONG,BANDUNG BARAT,MOTOR BEKAS,KAWASAKI,NEW NINJA 250SE+ABS,14900000,41,1
8695,SUKABUNGAH,SUKAJADI,KOTA BANDUNG,MOTOR BARU,YAMAHA,ALL NEW X-RIDE 125,8700000,35,1
8696,CIWARUGA,PARONGPONG,BANDUNG BARAT,MOTOR BARU,HONDA,NVARIO 125 ESP CBS,4800000,35,1
8697,PASIRKALIKI,CIMAHI UTARA,KOTA CIMAHI,MOTOR BARU,YAMAHA,AEROX 155 VVA,6500000,35,1
8700,CIBEUREUM,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,HONDA,BEAT FI SPORTY CW,2600000,35,1
8701,SADANG SERANG,COBLONG,KOTA BANDUNG,MOTOR BARU,HONDA,BEAT FI SPORTY CW,1900000,35,1
8702,MELONG,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,HONDA,ADV 150 ABS,4500000,35,1
8704,CIBABAT,CIMAHI UTARA,KOTA CIMAHI,MOTOR BARU,HONDA,ADV 150 CBS,5000000,35,1
8705,GEGER KALONG,SUKASARI,KOTA BANDUNG,MOTOR BARU,HONDA,VARIO 125 CBS ISS,1090000,36,1
8708,CIKOLE,LEMBANG,BANDUNG BARAT,MOTOR BARU,YAMAHA,R15,7800000,35,1
8709,MELONG,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,HONDA,NEW BEAT STREET ESP,1900000,35,1
8710,MELONG,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,HONDA,BEAT FI SPORTY CW,2600000,35,1
8711,CIKAHURIPAN,LEMBANG,BANDUNG BARAT,MOTOR BARU,YAMAHA,AEROX 155 VVA,3700000,35,1
8715,TANIMULYA,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,BENELLI,MOTOBI 200,5000000,29,1
8717,JAYAMEKAR,PADALARANG,BANDUNG BARAT,MOTOR BARU,KAWASAKI,D-TRACKER 150,7000000,35,1
8721,ISOLA,SUKASARI,KOTA BANDUNG,MOTOR BARU,HONDA,GENIO ISS,3800000,35,1
8722,CIKOLE,LEMBANG,KAB. BANDUNG,MOTOR BARU,YAMAHA,N-MAX,3400000,35,1
8723,HEGARMANAH,CIDADAP,KOTA BANDUNG,MOTOR BARU,YAMAHA,LEXI,4100000,35,1
8724,WANGUNSARI,LEMBANG,BANDUNG BARAT,MOTOR BARU,YAMAHA,LEXI,3500000,35,1
8726,PAKUHAJI,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,HONDA,NEW BEAT STREET ESP,1900000,35,1
8729,CIBABAT,CIMAHI UTARA,KOTA CIMAHI,MOTOR BARU,BENELLI,LEONCINO 250,15000000,35,1
8730,CILAME,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,YAMAHA,N-MAX,3700000,35,1
8731,LEMBANG,LEMBANG,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT CBS FI,2000000,35,1
8732,MELONG,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,HONDA,NSCOOPY FI CLSC MTRO,2100000,35,1
8733,TUGUMUKTI,CISARUA,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,2000000,35,1
8735,ISOLA,SUKASARI,KOTA BANDUNG,MOTOR BARU,HONDA,GENIO CBS,2000000,35,1
8737,LEDENG,CIDADAP,KOTA BANDUNG,MOTOR BARU,HONDA,BEAT CBS FI,2000000,35,1
8738,CIBEUREUM,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,YAMAHA,JUPITER MX KING 150,7700000,33,1
8741,CIBEUREUM,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,HONDA,BEAT FI SPORTY CW,2000000,35,1
8742,PAGERWANGI,LEMBANG,BANDUNG BARAT,MOTOR BARU,YAMAHA,AEROX 155 VVA,2900000,35,1
8744,CITEUREUP,CIMAHI UTARA,KOTA CIMAHI,MOTOR BEKAS,HONDA,CBR 250R STD,19200000,35,1
8745,PADALARANG,PADALARANG,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT CW FI,2000000,35,1
8746,CIPAGERAN,CIMAHI UTARA,KOTA CIMAHI,MOTOR BARU,YAMAHA,ALL NEW VIXION R,4700000,35,1
8747,SEKELOA,COBLONG,KOTA BANDUNG,MOTOR BARU,YAMAHA,AEROX 155 VVA,2900000,33,1
8749,KERTAWANGI,CISARUA,BANDUNG BARAT,MOTOR BARU,YAMAHA,LEXI,3200000,35,1
8750,SEKELOA,COBLONG,KOTA BANDUNG,MOTOR BARU,HONDA,BEAT FISPORTY CBSISS,2000000,33,1
8751,CIGUGUR TENGAH,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,YAMAHA,AEROX 155 VVA,9149940,60,1
8752,CIGUGUR TENGAH,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,YAMAHA,N-MAX,4500000,35,1
8753,LEBAK GEDE,COBLONG,KOTA BANDUNG,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,2000000,35,1
8754,KERTAJAYA,PADALARANG,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI CBS ISS,2100000,35,1
8755,CIGUGUR GIRANG,PARONGPONG,BANDUNG BARAT,MOTOR BARU,HONDA,SCOOPY ESP,2200000,35,1
8756,CIWARUGA,PARONGPONG,BANDUNG BARAT,MOTOR BARU,YAMAHA,N-MAX,3300000,35,1
8757,CILAME,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,1900000,35,1
8759,PUTERAN,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW VIXION,5700000,35,1
8760,CIBABAT,CIMAHI UTARA,KOTA CIMAHI,MOTOR BARU,HONDA,NEW BEAT STREET ESP,1900000,35,1
8761,PASIRKALIKI,CIMAHI UTARA,KOTA CIMAHI,MOTOR BARU,YAMAHA,FREEGO S,3000000,35,1
8763,SITUWANGI,CIHAMPELAS,BANDUNG BARAT,MOTOR BARU,YAMAHA,FREEGO,3400000,35,1
8764,CIPEDES,SUKAJADI,KOTA BANDUNG,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,3400000,29,1
8767,WANGUNHARJA,LEMBANG,BANDUNG BARAT,MOTOR BARU,YAMAHA,NMAX ABS,5600000,35,1
8769,SADANG SERANG,COBLONG,KOTA BANDUNG,MOTOR BARU,HONDA,SCOOPY ESP,2200000,35,1
8770,CIBABAT,CIMAHI UTARA,KOTA CIMAHI,MOTOR BARU,HONDA,GENIO CBS,2000000,33,1
8771,CIPADA,CISARUA,BANDUNG BARAT,MOTOR BARU,HONDA,ADV 150 CBS,4000000,35,1
8772,WANGUNSARI,LEMBANG,BANDUNG BARAT,MOTOR BARU,YAMAHA,LEXI,2900000,35,1
